hour,day_of_week,is_weekend,is_rural,is_peak,distance_km,rain_factor,crowd_level,delay_minutes,eta_minutes
7,4,0,1,1,2.51,0.74,HIGH,22.1,8.2
18,2,0,1,1,2.25,0.09,HIGH,14.0,7.8
5,2,0,1,0,1.28,0.39,LOW,4.4,0.9
2,1,0,1,0,2.5,0.25,MEDIUM,7.5,2.8
4,3,0,0,0,4.52,0.48,LOW,3.8,9.4
12,1,0,1,0,6.75,0.06,LOW,2.5,11.6
14,0,0,1,1,2.59,0.28,HIGH,18.7,5.7
13,3,0,1,0,5.16,0.24,LOW,7.6,8.7
22,2,0,1,0,4.1,0.45,LOW,4.4,9.4
15,6,1,1,1,2.66,0.59,HIGH,20.9,6.2
17,4,0,1,1,4.33,0.3,HIGH,17.1,13.7
21,4,0,1,0,1.76,0.28,LOW,4.0,2.5
21,0,0,1,0,5.3,0.55,LOW,8.2,11.9
10,1,0,1,1,1.37,0.44,HIGH,16.7,5.7
2,0,0,1,0,5.98,0.48,LOW,3.1,9.2
21,4,0,0,0,1.83,0.27,LOW,0.6,2.9
9,2,0,1,1,7.99,0.12,HIGH,16.3,20.0
9,4,0,1,1,6.68,0.04,HIGH,15.8,17.6
20,3,0,0,0,3.08,0.47,LOW,6.2,5.0
15,6,1,1,1,3.7,0.26,MEDIUM,14.8,9.6
11,6,1,1,0,2.44,0.15,LOW,5.6,2.5
1,5,1,1,0,6.25,0.28,LOW,6.1,9.1
8,4,0,0,1,3.36,0.17,HIGH,14.2,6.9
23,4,0,1,0,6.16,0.52,LOW,5.8,12.2
2,6,1,1,0,0.64,0.24,LOW,5.2,2.1
23,5,1,0,0,1.52,0.22,LOW,4.3,2.9
14,3,0,1,1,3.24,0.06,HIGH,13.0,7.7
2,1,0,0,0,1.32,0.57,LOW,7.0,1.8
18,4,0,1,1,5.01,0.43,HIGH,17.1,15.8
17,6,1,1,1,0.88,0.3,HIGH,15.4,2.2
7,0,0,0,1,6.95,0.16,MEDIUM,15.5,13.3
16,4,0,1,1,6.21,0.16,HIGH,12.6,19.2
7,0,0,0,1,2.12,0.41,HIGH,13.4,4.7
6,3,0,0,0,4.13,0.31,LOW,4.7,6.1
6,4,0,1,0,3.89,0.03,LOW,3.8,5.8
2,6,1,0,0,5.94,0.46,LOW,4.6,8.4
0,3,0,1,0,3.51,0.17,LOW,0.0,2.2
3,3,0,0,0,0.75,0.15,LOW,2.6,2.3
4,1,0,1,0,2.55,0.24,MEDIUM,3.3,4.4
0,4,0,1,0,4.0,0.19,LOW,6.9,7.2
14,0,0,1,1,7.81,0.58,HIGH,19.5,32.7
4,0,0,1,0,7.11,0.07,LOW,4.2,9.2
12,4,0,1,0,1.86,0.35,LOW,8.2,3.6
7,5,1,0,1,5.92,0.41,MEDIUM,15.3,12.2
7,1,0,0,1,7.53,0.05,HIGH,15.2,15.7
4,1,0,1,0,0.57,0.22,LOW,3.7,0.5
8,1,0,1,1,5.91,0.37,HIGH,19.1,16.6
0,0,0,0,0,3.95,0.11,LOW,3.3,5.2
3,3,0,1,0,5.6,0.25,LOW,2.5,9.0
2,6,1,1,0,5.04,0.08,LOW,2.2,8.8
1,5,1,1,0,7.88,0.56,LOW,6.7,14.3
7,1,0,1,1,2.67,0.4,HIGH,19.2,12.1
22,0,0,1,0,6.4,0.36,LOW,7.8,10.1
8,0,0,0,1,2.26,0.15,MEDIUM,9.4,5.5
1,3,0,1,0,3.77,0.37,LOW,4.8,8.4
13,4,0,1,0,7.82,0.85,LOW,7.3,17.3
13,4,0,0,0,6.25,0.73,LOW,12.3,7.4
3,6,1,1,0,2.87,0.41,LOW,5.2,5.5
5,6,1,1,0,5.15,0.39,LOW,4.1,9.3
10,1,0,1,1,0.87,0.03,HIGH,14.9,3.1
2,6,1,1,0,2.5,0.19,LOW,5.5,3.1
7,1,0,1,1,5.89,0.29,HIGH,20.0,16.7
2,5,1,1,0,4.78,0.2,LOW,0.1,7.4
13,6,1,1,0,4.02,0.24,LOW,3.6,5.9
12,3,0,1,0,5.68,0.09,LOW,3.1,7.9
12,1,0,1,0,3.49,0.13,LOW,3.6,6.8
1,3,0,0,0,0.7,0.18,LOW,9.2,0.8
12,0,0,1,0,3.81,0.05,LOW,2.8,3.9
18,1,0,1,1,7.27,0.32,MEDIUM,20.9,23.3
5,0,0,0,0,6.92,0.45,LOW,4.4,11.3
15,2,0,1,1,3.57,0.29,HIGH,14.0,11.0
1,3,0,1,0,0.67,0.46,LOW,7.0,0.9
7,2,0,1,1,5.27,0.15,HIGH,15.5,11.3
16,1,0,0,1,6.06,0.58,MEDIUM,11.7,13.9
22,0,0,1,0,2.71,0.38,LOW,7.0,5.2
1,1,0,1,0,4.07,0.22,LOW,6.8,7.4
9,2,0,1,1,7.94,0.38,HIGH,18.1,21.6
15,1,0,1,1,4.82,0.14,HIGH,16.5,10.1
5,5,1,0,0,3.13,0.62,LOW,7.2,3.1
1,4,0,1,0,5.21,0.4,LOW,6.8,9.4
1,2,0,1,0,1.85,0.44,LOW,7.6,3.8
12,1,0,0,0,1.99,0.18,LOW,1.7,3.5
23,0,0,1,0,7.44,0.3,LOW,4.0,11.7
14,1,0,1,1,2.29,0.25,HIGH,16.6,6.3
1,0,0,1,0,2.83,0.13,LOW,3.5,3.0
6,4,0,0,0,4.58,0.25,LOW,5.2,5.4
2,1,0,0,0,7.25,0.16,LOW,4.5,10.0
7,6,1,0,1,6.36,0.24,HIGH,12.9,12.8
22,6,1,1,0,0.83,0.26,LOW,3.3,2.1
13,4,0,1,0,5.7,0.15,LOW,2.6,8.0
23,2,0,1,0,4.28,0.47,MEDIUM,9.1,7.6
22,0,0,0,0,4.07,0.44,LOW,4.9,6.6
21,6,1,1,0,5.69,0.24,LOW,11.0,7.6
6,5,1,1,0,1.97,0.12,LOW,0.2,3.2
20,2,0,0,0,7.86,0.17,LOW,3.0,8.4
6,0,0,1,0,5.34,0.28,LOW,5.7,8.0
0,4,0,1,0,3.24,0.17,LOW,4.9,5.5
16,6,1,0,1,5.0,0.36,MEDIUM,11.2,11.2
8,3,0,1,1,2.12,0.06,HIGH,20.4,5.2
20,1,0,1,0,5.25,0.5,LOW,4.7,8.6
12,4,0,1,0,0.71,0.45,LOW,4.1,0.5
20,0,0,1,0,3.06,0.32,LOW,4.7,5.7
18,0,0,1,1,6.11,0.36,MEDIUM,14.9,16.4
20,0,0,1,0,6.56,0.41,LOW,3.8,10.7
18,0,0,1,1,2.4,0.51,HIGH,16.7,7.1
21,1,0,0,0,4.55,0.19,LOW,1.2,5.1
16,2,0,1,1,4.46,0.03,HIGH,15.7,15.0
22,5,1,1,0,3.66,0.53,LOW,3.9,6.5
22,3,0,1,0,2.21,0.31,LOW,5.4,3.4
9,1,0,0,1,5.77,0.13,HIGH,9.7,13.9
9,0,0,1,1,2.39,0.07,HIGH,17.6,6.3
3,1,0,0,0,7.33,0.24,LOW,5.9,9.1
7,4,0,0,1,4.46,0.4,HIGH,14.7,13.2
21,5,1,0,0,7.03,0.32,LOW,4.7,11.2
19,0,0,0,1,2.68,0.34,MEDIUM,15.8,3.4
19,3,0,1,1,6.55,0.37,HIGH,17.9,17.7
17,0,0,0,1,1.35,0.16,MEDIUM,11.0,4.5
13,5,1,0,0,6.25,0.48,LOW,3.6,9.5
17,3,0,0,1,3.4,0.22,MEDIUM,13.3,5.4
13,5,1,1,0,4.02,0.36,LOW,3.3,5.6
19,3,0,1,1,1.75,0.14,HIGH,16.9,4.0
20,2,0,1,0,0.64,0.19,LOW,4.0,0.5
23,6,1,1,0,5.5,0.17,LOW,4.1,8.3
14,2,0,0,1,4.91,0.26,MEDIUM,14.2,12.9
21,1,0,0,0,5.17,0.34,MEDIUM,7.1,5.2
3,1,0,1,0,2.41,0.09,LOW,2.9,3.3
12,3,0,0,0,2.29,0.42,LOW,5.8,6.0
22,0,0,1,0,6.73,0.13,LOW,6.1,9.9
7,6,1,1,1,6.21,0.04,HIGH,18.4,12.5
17,4,0,1,1,3.03,0.35,HIGH,18.3,6.2
11,4,0,1,0,5.28,0.16,LOW,8.3,5.9
22,0,0,0,0,6.71,0.23,LOW,2.1,9.1
13,0,0,1,0,7.17,0.05,LOW,1.8,11.4
1,2,0,1,0,0.54,0.53,LOW,1.7,0.5
17,4,0,1,1,6.6,0.19,HIGH,14.4,16.6
23,3,0,1,0,3.13,0.23,LOW,2.1,2.7
1,5,1,0,0,5.89,0.29,LOW,6.5,8.8
10,1,0,1,1,3.29,0.24,HIGH,16.7,6.8
8,5,1,1,1,5.05,0.15,HIGH,19.7,10.4
11,2,0,0,0,5.35,0.34,LOW,6.0,6.3
16,4,0,1,1,3.54,0.08,HIGH,12.2,5.6
14,6,1,0,1,4.35,0.23,MEDIUM,9.6,9.3
16,0,0,1,1,5.95,0.18,HIGH,15.6,14.4
17,6,1,1,1,4.07,0.41,HIGH,16.7,11.4
21,6,1,0,0,0.6,0.57,LOW,7.0,1.5
5,4,0,0,0,0.6,0.29,LOW,1.9,1.1
16,3,0,1,1,5.46,0.11,HIGH,15.0,15.6
22,2,0,1,0,6.85,0.29,LOW,7.0,10.1
23,0,0,0,0,6.39,0.1,LOW,3.9,7.8
17,5,1,1,1,2.83,0.1,HIGH,15.7,9.2
7,3,0,1,1,4.03,0.15,HIGH,17.9,12.4
8,5,1,1,1,2.26,0.31,HIGH,15.6,6.8
5,1,0,1,0,7.92,0.25,LOW,1.8,15.8
4,2,0,1,0,2.45,0.22,LOW,2.0,5.4
11,3,0,0,0,3.62,0.47,LOW,7.8,6.1
10,3,0,1,1,5.61,0.33,HIGH,16.0,21.3
0,5,1,0,0,7.07,0.23,LOW,2.9,10.9
10,0,0,1,1,0.89,0.22,HIGH,15.6,4.3
18,1,0,1,1,2.76,0.53,HIGH,16.9,6.3
8,5,1,1,1,4.77,0.24,HIGH,15.9,12.9
1,3,0,1,0,5.14,0.32,LOW,5.5,6.6
11,2,0,1,0,1.03,0.36,LOW,3.1,1.8
3,3,0,1,0,5.48,0.12,LOW,0.0,6.7
3,4,0,0,0,4.46,0.25,LOW,3.2,5.4
17,2,0,1,1,6.71,0.49,HIGH,17.2,19.3
14,2,0,1,1,2.17,0.49,HIGH,20.0,5.4
18,3,0,0,1,1.96,0.11,MEDIUM,12.4,2.9
12,0,0,0,0,6.45,0.56,LOW,4.9,8.7
18,2,0,1,1,5.78,0.38,MEDIUM,17.9,16.6
16,4,0,1,1,6.44,0.13,HIGH,19.0,14.6
5,5,1,0,0,6.36,0.29,LOW,7.2,8.2
15,0,0,0,1,1.28,0.12,HIGH,10.8,4.4
23,0,0,1,0,2.59,0.19,LOW,4.5,3.1
11,0,0,1,0,2.45,0.26,LOW,6.2,2.1
18,2,0,0,1,7.51,0.53,HIGH,17.4,18.0
4,0,0,0,0,4.16,0.06,LOW,3.2,6.8
16,3,0,0,1,1.33,0.43,MEDIUM,13.8,4.0
22,0,0,1,0,2.67,0.1,MEDIUM,3.1,3.2
0,4,0,1,0,7.04,0.35,LOW,3.4,10.0
23,1,0,1,0,6.85,0.51,MEDIUM,5.3,9.1
22,4,0,1,0,7.25,0.13,LOW,5.1,8.5
9,2,0,1,1,3.41,0.25,HIGH,20.6,9.1
14,0,0,1,1,5.31,0.24,HIGH,14.3,15.4
22,0,0,1,0,2.59,0.34,LOW,7.4,4.4
20,3,0,1,0,1.86,0.03,LOW,6.6,3.0
20,5,1,0,0,0.66,0.19,LOW,3.8,0.5
10,0,0,0,1,2.18,0.15,HIGH,12.2,4.8
12,6,1,0,0,5.03,0.19,LOW,4.2,5.8
4,4,0,0,0,7.28,0.47,LOW,9.2,13.3
0,2,0,1,0,1.5,0.1,LOW,1.4,2.2
23,1,0,1,0,7.39,0.24,LOW,4.2,12.1
11,0,0,1,0,3.09,0.1,LOW,4.7,4.4
10,1,0,1,1,3.7,0.31,HIGH,15.5,9.6
16,0,0,0,1,3.24,0.08,HIGH,8.2,6.8
3,2,0,1,0,3.56,0.14,LOW,2.1,6.2
14,5,1,1,1,2.44,0.01,MEDIUM,12.5,4.2
8,4,0,1,1,5.74,0.41,HIGH,18.2,11.7
20,2,0,1,0,6.19,0.19,LOW,6.5,8.8
19,1,0,1,1,6.67,0.23,MEDIUM,17.0,16.8
18,0,0,1,1,3.06,0.12,MEDIUM,13.4,10.2
18,1,0,1,1,6.23,0.24,MEDIUM,17.5,15.4
11,4,0,1,0,5.28,0.13,LOW,3.3,7.7
4,6,1,0,0,7.68,0.07,LOW,6.7,10.3
9,2,0,1,1,3.69,0.23,HIGH,15.7,12.1
16,1,0,1,1,7.94,0.29,HIGH,15.2,23.2
4,1,0,1,0,6.05,0.22,LOW,5.6,10.8
21,4,0,1,0,6.32,0.27,LOW,3.7,10.6
15,6,1,1,1,0.69,0.14,HIGH,16.0,2.5
6,0,0,1,0,4.23,0.21,LOW,1.1,8.6
8,6,1,0,1,4.46,0.27,MEDIUM,11.7,10.1
2,1,0,0,0,0.8,0.18,LOW,4.4,0.5
14,4,0,1,1,2.84,0.35,HIGH,17.9,7.3
15,0,0,1,1,7.67,0.2,HIGH,15.3,20.1
17,6,1,1,1,3.7,0.37,HIGH,19.8,8.0
13,6,1,1,0,1.9,0.26,MEDIUM,2.6,3.1
2,6,1,1,0,4.35,0.51,LOW,7.5,7.4
11,5,1,1,0,0.75,0.63,LOW,9.3,1.2
8,0,0,1,1,4.37,0.2,HIGH,15.9,10.7
6,6,1,0,0,4.96,0.32,LOW,10.3,5.1
8,5,1,0,1,3.18,0.1,MEDIUM,9.4,4.8
12,2,0,0,0,6.22,0.28,LOW,4.0,7.8
17,4,0,1,1,1.52,0.03,MEDIUM,15.3,5.1
4,6,1,1,0,7.09,0.21,LOW,4.7,12.4
12,0,0,1,0,7.67,0.16,LOW,4.9,16.2
3,5,1,1,0,0.51,0.42,LOW,4.7,0.9
1,5,1,1,0,6.82,0.12,LOW,4.8,11.0
15,2,0,1,1,4.3,0.36,HIGH,18.6,16.1
8,3,0,1,1,3.96,0.67,HIGH,17.2,11.4
8,4,0,0,1,2.29,0.54,HIGH,15.6,7.1
5,3,0,0,0,3.85,0.35,LOW,6.0,6.6
10,0,0,1,1,7.63,0.31,MEDIUM,18.7,24.7
21,4,0,1,0,2.08,0.5,LOW,5.5,3.8
23,2,0,1,0,1.84,0.14,LOW,0.0,3.7
21,0,0,1,0,2.31,0.1,MEDIUM,0.0,4.4
0,4,0,1,0,4.64,0.26,LOW,4.7,7.4
3,4,0,0,0,7.48,0.16,LOW,2.7,9.3
12,3,0,1,0,4.8,0.47,MEDIUM,6.8,9.9
22,0,0,1,0,2.33,0.13,LOW,3.6,5.9
12,2,0,1,0,3.8,0.41,LOW,4.9,6.8
12,2,0,1,0,3.43,0.17,LOW,5.4,5.3
1,0,0,1,0,0.85,0.09,MEDIUM,3.7,0.5
8,0,0,0,1,4.33,0.07,HIGH,11.1,6.2
23,5,1,1,0,1.45,0.24,LOW,2.3,3.4
7,1,0,1,1,6.82,0.18,HIGH,14.3,17.0
6,3,0,0,0,4.62,0.39,LOW,5.8,6.6
3,0,0,1,0,6.83,0.51,LOW,6.9,12.3
17,0,0,1,1,7.67,0.17,HIGH,19.5,17.0
2,1,0,1,0,7.57,0.08,LOW,4.9,12.9
5,1,0,0,0,1.25,0.33,LOW,3.7,2.1
11,4,0,1,0,7.59,0.16,LOW,5.8,13.6
11,6,1,1,0,6.47,0.26,LOW,7.5,12.7
20,2,0,0,0,6.33,0.29,LOW,6.1,10.2
7,3,0,0,1,1.18,0.19,HIGH,10.3,3.1
21,4,0,1,0,1.85,0.52,LOW,10.0,2.4
21,0,0,0,0,7.81,0.48,LOW,10.5,11.8
0,1,0,1,0,2.1,0.25,LOW,0.0,3.2
3,5,1,1,0,1.77,0.59,LOW,6.4,3.5
20,2,0,1,0,3.22,0.21,LOW,2.9,4.9
10,4,0,1,1,7.35,0.04,HIGH,18.5,14.9
2,5,1,1,0,4.07,0.26,LOW,5.1,6.0
12,2,0,0,0,7.4,0.31,LOW,3.9,11.3
16,6,1,1,1,3.01,0.46,HIGH,16.6,10.1
21,6,1,1,0,2.2,0.05,LOW,1.3,5.0
21,5,1,1,0,4.21,0.22,LOW,10.3,7.7
9,1,0,0,1,5.12,0.62,HIGH,14.8,11.1
20,4,0,0,0,3.44,0.16,LOW,3.2,4.7
11,4,0,1,0,3.1,0.44,LOW,2.0,7.5
14,6,1,0,1,2.14,0.43,MEDIUM,14.5,5.6
20,2,0,1,0,2.56,0.54,LOW,4.0,5.0
9,5,1,1,1,5.55,0.15,HIGH,17.2,19.2
13,1,0,0,0,3.27,0.06,LOW,2.3,5.3
12,0,0,1,0,1.1,0.17,LOW,7.1,0.5
4,4,0,0,0,1.54,0.2,LOW,2.7,1.5
5,0,0,1,0,3.29,0.51,LOW,5.8,7.1
23,1,0,1,0,7.43,0.26,LOW,6.6,10.1
1,6,1,0,0,3.34,0.05,LOW,5.1,4.8
21,4,0,0,0,0.95,0.28,LOW,5.6,2.3
16,4,0,1,1,3.63,0.11,HIGH,16.6,9.7
3,5,1,1,0,5.52,0.08,LOW,2.8,8.9
13,0,0,0,0,4.95,0.23,LOW,2.4,7.3
9,6,1,1,1,2.59,0.2,HIGH,16.1,7.4
2,5,1,0,0,5.66,0.11,LOW,3.1,7.1
2,3,0,0,0,5.23,0.07,LOW,4.3,7.5
14,0,0,1,1,1.79,0.13,HIGH,16.9,5.1
5,0,0,1,0,1.72,0.06,LOW,3.0,3.7
16,3,0,1,1,4.6,0.13,HIGH,17.3,8.3
11,1,0,1,0,5.45,0.33,LOW,5.2,13.1
21,1,0,0,0,7.71,0.36,LOW,5.9,10.4
19,4,0,0,1,3.66,0.18,MEDIUM,12.0,7.9
23,2,0,1,0,6.24,0.26,LOW,5.7,11.1
10,5,1,1,1,1.37,0.24,MEDIUM,16.2,3.6
3,2,0,1,0,7.17,0.25,LOW,3.4,10.7
5,4,0,1,0,5.25,0.49,LOW,7.1,8.7
0,2,0,1,0,5.22,0.2,LOW,3.8,9.1
19,0,0,1,1,1.57,0.28,HIGH,17.2,3.3
22,0,0,1,0,0.8,0.38,LOW,6.0,1.6
15,3,0,0,1,5.76,0.15,HIGH,8.9,12.5
14,3,0,1,1,1.38,0.3,HIGH,16.0,2.6
16,4,0,0,1,1.45,0.55,HIGH,11.9,5.5
7,4,0,0,1,1.91,0.21,HIGH,12.7,3.8
11,6,1,1,0,1.23,0.64,LOW,4.4,2.5
21,4,0,1,0,5.19,0.42,LOW,2.9,8.1
20,0,0,1,0,3.67,0.09,LOW,4.6,4.5
9,2,0,1,1,2.5,0.17,HIGH,18.0,7.8
14,5,1,0,1,3.81,0.18,HIGH,10.3,7.8
8,6,1,1,1,6.83,0.19,HIGH,15.9,15.5
1,6,1,1,0,7.45,0.38,LOW,3.6,11.1
4,6,1,1,0,4.16,0.19,LOW,2.8,7.5
5,4,0,0,0,4.75,0.49,LOW,2.7,6.6
6,4,0,1,0,2.43,0.43,MEDIUM,6.2,5.9
20,0,0,1,0,4.35,0.03,LOW,2.7,7.7
0,5,1,1,0,6.11,0.11,LOW,2.9,8.8
22,0,0,0,0,4.19,0.3,LOW,6.1,5.8
6,5,1,1,0,2.77,0.36,LOW,7.6,4.3
19,0,0,1,1,4.87,0.48,HIGH,15.4,15.2
11,2,0,1,0,7.6,0.35,LOW,6.5,10.5
15,4,0,1,1,7.16,0.07,HIGH,14.9,16.6
15,1,0,1,1,6.27,0.1,HIGH,14.5,17.1
10,1,0,1,1,2.57,0.39,HIGH,19.7,8.4
20,4,0,1,0,2.31,0.18,LOW,3.0,3.7
3,6,1,1,0,6.79,0.17,LOW,3.9,8.5
12,4,0,1,0,1.86,0.43,LOW,5.5,3.1
6,4,0,1,0,5.04,0.37,LOW,6.3,10.0
3,4,0,1,0,3.79,0.21,LOW,3.4,6.0
14,6,1,1,1,4.01,0.3,HIGH,15.9,8.5
18,5,1,0,1,3.91,0.3,MEDIUM,16.8,9.0
8,2,0,1,1,7.25,0.01,HIGH,14.4,17.8
10,1,0,1,1,1.15,0.23,HIGH,11.7,4.5
7,3,0,1,1,6.37,0.42,HIGH,16.0,21.1
0,1,0,1,0,6.76,0.32,LOW,5.1,11.4
22,1,0,1,0,7.57,0.23,LOW,5.0,12.3
23,6,1,1,0,3.89,0.28,LOW,8.0,6.2
7,0,0,0,1,4.25,0.5,HIGH,12.4,11.0
12,4,0,0,0,7.71,0.17,LOW,2.9,13.5
21,4,0,0,0,3.94,0.29,LOW,7.2,6.4
3,4,0,0,0,4.28,0.43,LOW,10.0,6.0
7,0,0,0,1,2.99,0.42,HIGH,12.7,6.6
2,6,1,0,0,0.74,0.36,LOW,3.0,1.7
8,2,0,1,1,3.75,0.34,MEDIUM,18.0,9.7
1,2,0,1,0,5.41,0.16,LOW,0.6,8.3
1,6,1,1,0,5.67,0.59,LOW,6.5,11.8
12,3,0,1,0,0.55,0.35,LOW,5.1,0.5
14,2,0,1,1,6.51,0.09,HIGH,17.3,18.7
22,6,1,0,0,4.19,0.17,LOW,1.8,6.0
11,2,0,1,0,4.41,0.14,LOW,3.1,7.8
3,4,0,1,0,7.71,0.36,LOW,7.8,12.8
7,5,1,1,1,2.63,0.14,HIGH,14.9,9.0
8,6,1,1,1,6.21,0.5,HIGH,17.3,16.7
22,1,0,1,0,4.81,0.34,LOW,3.6,8.5
4,2,0,1,0,5.76,0.42,LOW,3.3,11.3
23,2,0,1,0,3.63,0.07,LOW,4.6,2.7
19,0,0,1,1,2.59,0.34,HIGH,15.4,4.8
17,3,0,1,1,4.6,0.26,MEDIUM,13.0,13.6
10,5,1,1,1,3.31,0.61,MEDIUM,16.9,10.8
14,0,0,1,1,2.17,0.5,HIGH,15.6,6.8
21,4,0,1,0,6.79,0.27,LOW,9.2,11.5
8,1,0,1,1,4.07,0.41,HIGH,17.3,11.4
16,3,0,1,1,6.85,0.26,HIGH,18.0,20.8
11,0,0,1,0,4.06,0.23,LOW,2.5,6.9
6,6,1,1,0,4.68,0.31,LOW,5.4,8.4
9,2,0,1,1,7.96,0.22,HIGH,16.5,20.9
9,2,0,1,1,7.64,0.7,HIGH,14.7,26.9
12,3,0,0,0,2.54,0.72,LOW,5.8,3.4
18,2,0,1,1,7.01,0.17,HIGH,13.3,22.1
10,6,1,1,1,3.43,0.41,MEDIUM,14.7,7.7
12,0,0,1,0,1.03,0.37,LOW,4.9,0.8
20,0,0,1,0,4.82,0.1,LOW,2.6,7.1
7,2,0,1,1,7.83,0.34,HIGH,18.3,19.2
7,2,0,0,1,7.81,0.11,HIGH,9.3,15.4
3,4,0,0,0,1.45,0.31,LOW,5.4,4.5
14,1,0,1,1,6.28,0.4,HIGH,19.0,23.5
10,3,0,0,1,6.52,0.42,MEDIUM,10.5,15.0
10,0,0,1,1,3.27,0.03,HIGH,14.6,7.3
0,3,0,1,0,5.44,0.24,LOW,6.8,9.0
16,4,0,1,1,4.16,0.02,HIGH,15.5,9.2
14,0,0,1,1,2.21,0.28,HIGH,14.1,4.1
19,4,0,1,1,6.21,0.3,HIGH,14.2,19.8
5,4,0,1,0,2.47,0.38,LOW,5.1,5.4
23,5,1,1,0,3.05,0.06,LOW,4.6,5.3
21,2,0,1,0,1.93,0.09,LOW,4.8,2.9
14,6,1,1,1,5.89,0.24,HIGH,17.2,18.9
8,5,1,1,1,3.94,0.13,HIGH,15.1,9.4
13,3,0,1,0,3.83,0.25,LOW,3.4,4.8
17,6,1,1,1,5.03,0.2,HIGH,12.4,13.8
16,3,0,1,1,1.68,0.25,HIGH,16.5,5.0
17,2,0,0,1,7.24,0.11,HIGH,11.3,16.1
4,6,1,1,0,3.99,0.41,LOW,5.3,7.4
19,5,1,0,1,3.25,0.12,MEDIUM,14.4,7.0
19,3,0,1,1,1.45,0.2,MEDIUM,15.6,2.1
8,5,1,1,1,1.76,0.08,MEDIUM,15.0,3.7
10,2,0,0,1,7.4,0.23,HIGH,9.9,16.8
23,6,1,1,0,3.92,0.19,LOW,5.1,6.9
21,6,1,1,0,5.92,0.29,LOW,3.8,8.8
0,0,0,1,0,1.1,0.37,LOW,10.4,3.1
17,4,0,1,1,5.33,0.09,MEDIUM,17.1,16.3
5,4,0,1,0,7.41,0.29,LOW,9.1,13.3
1,5,1,1,0,2.75,0.44,LOW,4.8,3.8
14,6,1,0,1,4.84,0.61,MEDIUM,13.8,14.7
20,3,0,1,0,7.55,0.08,MEDIUM,5.2,12.6
13,5,1,1,0,5.89,0.21,LOW,4.9,9.0
4,5,1,0,0,0.97,0.2,LOW,6.1,0.5
5,1,0,1,0,3.34,0.31,LOW,5.7,6.8
5,6,1,1,0,1.14,0.1,MEDIUM,3.1,2.3
21,4,0,1,0,6.96,0.08,LOW,3.7,13.7
17,6,1,1,1,5.16,0.37,HIGH,15.9,14.3
13,2,0,1,0,7.67,0.13,LOW,0.5,12.0
9,5,1,1,1,0.65,0.55,HIGH,19.1,3.6
13,1,0,1,0,3.67,0.26,LOW,6.8,5.0
12,1,0,0,0,1.28,0.51,LOW,5.3,0.6
2,4,0,0,0,3.13,0.26,LOW,3.6,4.5
5,4,0,1,0,1.71,0.21,MEDIUM,4.4,1.1
7,4,0,0,1,2.97,0.11,MEDIUM,11.9,7.2
11,2,0,1,0,6.64,0.21,LOW,6.4,10.5
12,1,0,1,0,1.71,0.41,MEDIUM,6.7,2.0
10,3,0,1,1,4.05,0.52,HIGH,16.4,14.9
11,2,0,1,0,7.41,0.14,LOW,1.1,12.5
0,0,0,0,0,7.99,0.48,LOW,6.2,12.5
16,5,1,1,1,2.38,0.58,HIGH,21.1,8.9
15,4,0,1,1,7.52,0.45,HIGH,20.4,17.2
10,1,0,1,1,2.46,0.2,HIGH,12.3,6.6
12,5,1,1,0,3.6,0.31,LOW,5.9,7.1
17,6,1,1,1,7.08,0.51,MEDIUM,18.2,19.5
10,2,0,0,1,6.4,0.35,MEDIUM,9.3,18.9
11,0,0,0,0,6.93,0.32,LOW,6.4,9.9
5,6,1,1,0,6.5,0.12,LOW,6.8,11.1
8,2,0,1,1,2.26,0.39,HIGH,18.6,7.9
15,2,0,1,1,4.69,0.26,HIGH,19.9,12.5
3,3,0,0,0,3.39,0.47,LOW,6.7,5.1
2,5,1,1,0,3.95,0.37,LOW,4.8,5.4
15,3,0,1,1,1.65,0.18,MEDIUM,16.9,5.4
23,2,0,0,0,2.87,0.63,MEDIUM,4.9,2.8
11,0,0,1,0,6.93,0.21,LOW,2.8,10.6
10,1,0,1,1,7.23,0.27,HIGH,17.1,21.2
4,1,0,1,0,5.08,0.35,LOW,4.7,6.4
17,6,1,1,1,4.24,0.27,HIGH,20.3,8.4
18,5,1,1,1,5.85,0.29,MEDIUM,16.3,12.9
22,4,0,1,0,5.07,0.39,LOW,5.3,7.0
22,4,0,1,0,7.88,0.31,MEDIUM,5.3,15.3
5,1,0,1,0,1.93,0.53,LOW,7.9,5.1
21,2,0,0,0,3.87,0.19,LOW,1.0,5.4
17,2,0,1,1,7.39,0.33,HIGH,20.0,21.9
5,3,0,0,0,7.36,0.36,LOW,6.9,10.7
3,5,1,1,0,4.22,0.29,MEDIUM,5.7,7.0
11,3,0,1,0,1.51,0.44,LOW,11.8,0.6
18,4,0,1,1,6.61,0.35,MEDIUM,16.4,19.0
1,1,0,1,0,4.89,0.33,LOW,3.8,8.2
16,6,1,1,1,6.3,0.33,HIGH,14.6,16.0
10,2,0,1,1,3.97,0.17,HIGH,20.2,10.0
10,1,0,1,1,2.03,0.22,HIGH,15.5,4.2
20,0,0,1,0,0.68,0.59,LOW,11.3,0.9
15,1,0,0,1,4.69,0.2,HIGH,13.4,7.3
1,0,0,1,0,1.71,0.32,MEDIUM,5.6,2.3
1,3,0,1,0,1.9,0.7,LOW,7.8,3.8
